Branch Code,Structural Category,New ID,emp branch English,emp dept English,emp religion,Gender - English,Date of Birth,English Position,Band,emp nationality,emp join date,Married or Not,No of Children,BASIC SALARY MTH,BASIC SALARY YEAR,HOUSING EMP YEAR,EMP TRANS,EMP GAZ,emp MOBILE,emp TRAVEL,JOB NATURE,emp FOOD,Social Insurance,current year service end value,No of Yearly Tickets,tickets value,emp Insurance value,family Insurance value,family Insurance count,emp Insurance total,emp Insurance type,ramadan akramia,Manager new
HO,Main,11111847,Riyadh,Supply Chain,Muslim,Male,1/1/1983,Facilities Officer,3,Syrian,9-Oct-19,Single,0,9750,117000,29256,13200,5760,1800,0,0,0,12188,0,0,0,0,0,0,0,,0,11112367
HO,Main,11111848,Riyadh,Supply Chain,Muslim,Male,4/13/1997,Clearance Supervisor,4,Saudi,11-Nov-19,Single,0,8000,96000,24000,18000,5760,2400,0,0,0,10000,0,0,0,0,0,0,0,,0,11112269
HO,Main,11111849,Riyadh,Supply Chain,Muslim,Male,9/13/1985,QA Supervisor,4,Indian,13-Mar-19,Married,0,11000,132000,33000,18000,5760,2400,0,0,0,13750,0,0,0,0,0,0,0,,0,11112365
HO,Main,11111850,Riyadh,Regulatory Affairs,Muslim,Male,7/18/1978,Regulatory Affairs Specialist,3,Saudi,17-Feb-19,Single,0,17800,213600,53400,13200,9600,1800,0,0,0,22250,0,0,0,0,0,0,0,,0,11111670
HO,Main,11111851,Jeddah,Supply Chain,Muslim,Male,5/2/1989,Store Keeper,3,Saudi,20-Jan-19,Single,0,7000,84000,24000,13200,5760,0,0,0,0,9000,0,0,0,0,0,0,0,,0,11112244
HO,Main,11111852,Jeddah,Supply Chain,Muslim,Male,5/2/1992,Assistant Store Keeper,3,Egyptian,8-Jan-19,Single,0,4000,48000,12000,13200,0,0,0,0,0,5600,0,0,0,0,0,0,0,,0,11111659
HO,Main,11111853,Jeddah,Regulatory Affairs,Muslim,Male,3/4/1993,Pharmacovigilance Specialist,3,Saudi,1-Dec-18,Single,0,10000,120000,30000,18000,7200,1800,0,52800,0,12500,0,0,0,0,0,0,0,,0,11111670
HO,Main,11111854,Jeddah,Supply Chain,Muslim,Male,10/3/1988,Facilities Supervisor,4,Syrian,4-Oct-18,Married,0,11000,132000,33000,18000,5760,2400,0,0,0,13750,0,0,0,0,0,0,0,,0,11112367
HO,Main,11111855,Dammam,Supply Chain,Muslim,Male,7/1/1989,Store Keeper,3,Saudi,24-Aug-17,Married,0,4000,48000,24000,13200,0,0,0,0,0,6000,0,0,0,0,0,0,0,,0,11111714
HO,Main,11111856,Jeddah,Supply Chain,Muslim,Male,2/28/1998,Clearance Officer,3,Saudi,1-Jun-17,Single,0,7000,84000,24000,13200,7680,1800,0,0,0,9000,0,0,0,0,0,0,0,,0,11111667
HO,Main,11111857,Madina,Supply Chain,Muslim,Male,1/1/1987,Assistant Store Keeper,3,Egyptian,1-Jan-17,Single,0,3400,40800,10200,13200,0,0,0,0,0,4250,0,0,0,0,0,0,0,,0,11111553
HO,Main,11111858,Jeddah,Regulatory Affairs,Muslim,Male,10/1/1990,Pharmacovigilance Specialist,3,Saudi,1-Apr-17,Married,1,10000,120000,30000,18000,7200,1800,0,52800,0,12500,0,0,0,0,0,0,0,,0,11111670
HO,Main,11111859,Dammam,Sales,Muslim,Male,12/17/1989,Sales Representative,3,Egyptian,30-Mar-17,Married,2,4000,48000,18000,18000,8640,1800,0,0,0,5500,0,0,0,0,0,0,0,,0,11111672
HO,Main,11111860,Jeddah,Sales,Muslim,Male,8/8/1985,Sales Representative,3,Yemeni,1-May-17,Married,2,4000,48000,18000,18000,9600,1800,0,0,0,5500,0,0,0,0,0,0,0,,0,11111663
ho,Main,11111861,Madina,Supply Chain,Muslim,Male,7/22/1989,Store Keeper,3,Saudi,27-Dec-17,Single,0,5000,60000,24000,13200,5760,0,0,0,0,7000,0,0,0,0,0,0,0,,0,N-1
ho,Main,11111862,Jeddah,Supply Chain,Muslim,Male,6/8/1993,Assistant Store Keeper,3,Saudi,28-Dec-17,Single,0,4000,48000,15000,13200,0,0,0,0,0,5250,0,0,0,0,0,0,0,,0,11112244
HO,Main,11111863,Riyadh,Facility,Muslim,Male,7/23/1987,Safety and Support Supervisor,4,Saudi,13-Dec-16,Single,0,4000,48000,24000,18000,3600,2400,0,0,0,6000,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111864,Jeddah,Supply Chain,Muslim,Male,3/3/1995,Stock Analyst,3,Saudi,3-Dec-17,Married,0,5000,60000,24000,13200,0,0,0,0,0,7000,0,0,0,0,0,0,0,,0,11111653
ho,Main,11111865,Jeddah,Gov us,Muslim,Male,12/31/1986,Direct Purchase Supervisor,4,Egyptian,17-Oct-17,Single,0,8625,103500,25872,18000,7680,2400,0,0,0,10781,0,0,0,0,0,0,0,,0,11111649
HO,Main,11111866,Jeddah,Supply Chain,Muslim,Male,2/4/1989,Clearance Officer,3,Saudi,1-May-15,Single,0,7500,90000,24000,18000,7680,1800,0,0,0,9500,0,0,0,0,0,0,0,,0,11112366
HO,Main,11111867,Riyadh,Supply Chain,Muslim,Male,5/16/1980,Clearance Officer,3,Saudi,1-Oct-25,Single,0,5000,60000,24000,13200,5760,1800,0,0,0,7000,0,0,0,0,0,0,0,,0,11112364
HO,Main,11111868,Dammam,Supply Chain,Muslim,Male,10/14/1999,Clearance Officer,3,Saudi,12-Oct-25,Single,0,5000,60000,15000,13200,5760,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11112371
HO,Main,11111869,Jeddah,Gov us,Muslim,Male,1/9/1996,Marketing Specialist,3,Saudi,21-Sep-25,Single,0,5000,60000,24000,13200,7680,1800,0,0,0,7000,0,0,0,0,0,0,0,,0,11111649
HO,Main,11111870,Dammam,Gov us,Muslim,Male,7/28/1993,Marketing Specialist,3,Saudi,21-Sep-25,Married,0,5000,60000,24000,13200,7680,1800,0,0,0,7000,0,0,0,0,0,0,0,,0,11111649
HO,Main,11111871,Bahra Warehouse,Supply Chain,Muslim,Male,11/23/1997,Warehouse Supervisor,4,Saudi,1-Oct-25,Single,0,8000,96000,24000,18000,5760,2400,0,0,0,10000,0,0,0,0,0,0,0,,0,11112360
HO,Main,11111872,Jeddah,Supply Chain,Muslim,Male,6/24/2002,Clearance Officer,3,American (US),28-Sep-25,Single,0,6250,75000,18744,13200,5760,1800,0,0,0,7812,0,0,0,0,0,0,0,,0,11112364
HO,Main,11111873,Khamis,Gov us,Muslim,Male,9/3/1997,Marketing Specialist,3,Saudi,16-Sep-25,Single,0,5000,60000,15000,13200,7680,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11111649
HO,Main,11111874,Jeddah,Supply Chain,Muslim,Male,12/12/1999,Facilities Officer,3,Palestine,14-Sep-25,Single,0,5000,60000,15000,13200,5760,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11112367
HO,Main,11111875,Riyadh,Supply Chain,Muslim,Male,4/1/1999,QA Specialist,3,Pakistani,21-Sep-25,Single,0,5000,60000,15000,13200,5760,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11111732
HO,Main,11111876,Bahra Warehouse,Supply Chain,Muslim,Male,9/18/1995,Data Analyst,3,Indian,7-Sep-25,Single,0,4000,48000,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112360
HO,Main,11111877,Riyadh,Gov us,Muslim,Male,6/3/1997,Marketing Specialist,3,Saudi,27-Jul-25,Single,0,5000,60000,15000,13200,7680,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11111660
HO,Main,11111878,Riyadh,Supply Chain,Muslim,Male,3/18/1995,QA Specialist,3,Egyptian,3-Aug-25,Single,0,6500,78000,19500,13200,0,1800,0,0,0,8125,0,0,0,0,0,0,0,,0,11112365
HO,Main,11111879,Jeddah,Supply Chain,Muslim,Male,8/28/1995,QA Specialist,3,Saudi,4-May-25,Married,0,6500,78000,24000,13200,5760,1800,0,0,0,8500,0,0,0,0,0,0,0,,0,11111650
HO,Main,11111880,Riyadh,Sales,Muslim,Male,11/25/1992,Sales Representative,3,Saudi,1-Jun-25,Single,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111656
HO,Main,11111881,Jeddah,Supply Chain,Muslim,Male,6/20/2000,Clearance Officer,3,Jordanian,29-Jun-25,Single,0,5000,60000,15000,13200,5760,1200,0,0,0,6250,0,0,0,0,0,0,0,,0,11112366
HO,Main,11111882,Jeddah,Supply Chain,Muslim,Female,6/27/1992,Demand Planner,3,Saudi,10-Nov-24,Married,0,6000,72000,18000,13200,0,0,0,0,0,7500,0,0,0,0,0,0,0,,0,11112364
HO,Main,11111883,Madina,Sales,Muslim,Male,1/17/1991,Sales Representative,3,Egyptian,15-Dec-24,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111837
HO,Main,11111884,Riyadh,Sales,Muslim,Male,3/13/1991,Sales Representative,3,Egyptian,26-Nov-24,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111656
HO,Main,11111885,Dammam,Sales,Muslim,Male,9/3/1986,Sales Representative,3,Egyptian,26-Nov-24,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111680
HO,Main,11111886,Jeddah,Sales,Muslim,Male,12/16/1994,Sales Representative,3,Egyptian,4-Dec-24,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111837
HO,Main,11111887,Khamis,Sales,Muslim,Male,1/1/1992,Sales Representative,3,Egyptian,4-Dec-24,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111837
HO,Main,11111888,Jeddah,Supply Chain,Muslim,Male,3/27/1997,Stock Analyst,3,Saudi,8-Dec-24,Single,0,8000,96000,24000,13200,5760,0,0,0,0,10000,0,0,0,0,0,0,0,,0,11112360
HO,Main,11111889,Dammam,Sales,Muslim,Male,9/30/1990,Sales Representative,3,Egyptian,1-Dec-24,Single,0,3500,42000,18000,18000,8640,1800,0,0,0,3500,0,0,0,0,0,0,0,,0,11111680
HO,Main,11111890,Jeddah,Sales,Muslim,Male,1/2/1988,Sales Representative,3,Egyptian,18-Nov-24,Married,2,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111837
HO,Main,11111891,Riyadh,Sales,Muslim,Male,5/5/1990,Sales Representative,3,Egyptian,1-Dec-24,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111656
HO,Main,11111892,Riyadh,Sales,Muslim,Male,7/28/1988,Sales Representative,3,Egyptian,1-Dec-24,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,0,0,0,0,0,0,0,0,,0,11111656
HO,Main,11111893,Jeddah,Sales,Muslim,Male,2/25/1996,Sales Representative,3,Egyptian,22-Dec-24,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111837
HO,Main,11111894,Riyadh,Supply Chain,Muslim,Male,3/19/1995,Store Keeper,3,Egyptian,6-Jan-25,Single,0,4000,48000,15000,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11111683
HO,Main,11111895,Jeddah,Supply Chain,Muslim,Male,4/13/1997,Store Keeper,3,Saudi,24-Dec-24,Single,0,5500,66000,16500,13200,5760,0,0,0,0,6875,0,0,0,0,0,0,0,,0,11112360
HO,Main,11111896,Jeddah,Supply Chain,Muslim,Male,12/1/1989,Stock Analyst,3,Egyptian,15-Dec-24,Single,0,5000,60000,15000,13200,0,0,0,0,0,6250,0,0,0,0,0,0,0,,0,11112366
HO,Main,11111897,Jeddah,Supply Chain,Christian,Male,1/1/1972,Store Keeper,3,Philippines,7-Oct-24,Married,0,4500,54000,13500,13200,0,0,0,0,0,5625,0,0,0,0,0,0,0,,0,11111659
HO,Main,11111898,Riyadh,Supply Chain,Muslim,Male,7/6/2001,Assistant Store Keeper,3,Saudi,1-Oct-24,Single,0,5000,60000,15000,13200,5760,0,0,0,0,6250,0,0,0,0,0,0,0,,0,11112244
HO,Main,11111899,Jeddah,Supply Chain,Muslim,Male,10/1/2001,Warehouse Supervisor,4,Egyptian,27-Oct-24,Single,0,7400,88800,22200,18000,9600,2400,0,0,0,9250,0,0,0,0,0,0,0,,0,11112360
HO,Main,11111900,Jeddah,Supply Chain,Muslim,Male,4/1/1999,Store Keeper,3,Egyptian,24-Oct-24,Single,0,4500,54000,13500,13200,0,0,0,0,0,5625,0,0,0,0,0,0,0,,0,11111659
HO,Main,11111901,Jeddah,Supply Chain,Muslim,Female,4/13/1998,Clearance Officer,3,Saudi,3-Nov-24,Single,0,6250,75000,18744,13200,5760,1800,0,0,0,7812,0,0,0,0,0,0,0,,0,11112364
HO,Main,11111902,Riyadh,Gov us,Muslim,Male,11/1/1992,Marketing Specialist,3,Saudi,11-Aug-24,Single,0,6000,72000,18000,13200,5760,1800,0,0,0,7500,0,0,0,0,0,0,0,,0,11112265
HO,Main,11111903,Jeddah,Supply Chain,Muslim,Male,1/10/1990,Data Entry,3,Afghanistan,10-Sep-24,Single,0,5100,61200,15300,13200,0,0,0,0,0,6375,0,0,0,0,0,0,0,,0,11112366
HO,Main,11111904,Riyadh,Sales,Muslim,Male,10/20/1989,Sales Representative,3,Egyptian,1-Jan-25,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111656
HO,Main,11111905,Jeddah,Supply Chain,Muslim,Male,4/1/1998,Key Account Delivery Rep.,3,Saudi,12-Jan-25,Single,0,5000,60000,15000,13200,0,1800,0,0,0,6250,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111906,Riyadh,Sales,Muslim,Male,9/21/1987,Sales Representative,3,Egyptian,1-Jan-25,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111656
HO,Main,11111907,Dammam,Sales,Muslim,Male,9/30/1990,Sales Representative,3,Egyptian,1-Jan-25,Single,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111672
HO,Main,11111908,Riyadh,Sales,Muslim,Male,10/29/1988,Sales Representative,3,Egyptian,2-Feb-25,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111666
HO,Main,11111909,Riyadh,Sales,Muslim,Male,10/6/1991,Key Account Specialist,3,Egyptian,2-Feb-25,Married,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111656
HO,Main,11111910,Bahra Warehouse,Supply Chain,Muslim,Male,7/29/1998,Store Keeper,3,Lebanese,2-Mar-25,Married,0,5500,66000,16500,13200,5760,0,0,0,0,6875,0,0,0,0,0,0,0,,0,11111659
HO,Main,11111911,Riyadh,Sales,Muslim,Male,10/15/1974,Sales Supervisor,4,Egyptian,23-Feb-25,Married,0,5500,66000,18000,18000,9600,2400,0,0,0,7000,0,0,0,0,0,0,0,,0,11111656
HO,Main,11111912,Riyadh,Sales,Muslim,Male,6/19/1993,Sales Representative,3,Saudi,2-Mar-25,Single,0,3500,42000,24000,18000,8640,1800,0,0,0,5500,0,0,0,0,0,0,0,,0,11111711
HO,Main,11111913,Jeddah,Supply Chain,Muslim,Male,12/3/1998,Stock Analyst,3,Saudi,23-Feb-25,Single,0,5000,60000,15000,13200,5760,0,0,0,0,6250,0,0,0,0,0,0,0,,0,11112360
HO,Main,11111914,Riyadh,Facility,Muslim,Male,7/20/1995,Maintenance Officer,3,Egyptian,8-Apr-25,Married,0,4500,54000,13500,13200,7680,1800,0,0,0,5625,0,0,0,0,0,0,0,,0,11112404
HO,Main,11111915,Riyadh,Supply Chain,Muslim,Male,10/12/1986,Fleet Officer,3,Saudi,13-Apr-25,Married,0,3900,46800,24000,13200,0,0,0,0,0,5900,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111916,Jeddah,Sales,Muslim,Male,10/25/1988,Sales Representative,3,Egyptian,9-Mar-25,Single,0,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111757
HO,Main,11111917,Riyadh,Supply Chain,Muslim,Male,7/2/1994,Assistant Store Keeper,3,Egyptian,16-Mar-25,Single,0,4000,48000,12000,13200,0,0,0,0,0,5000,0,0,0,0,0,0,0,,0,11111683
HO,Main,11111918,Jeddah,Sales,Muslim,Male,9/4/1989,Sales Representative,3,Egyptian,21-Aug-17,Married,1,3500,42000,18000,18000,8640,1800,0,0,0,5000,0,0,0,0,0,0,0,,0,11111757
HO,Main,11111919,Khamis,Supply Chain,Muslim,Male,4/17/1996,Driver,2,Saudi,11-Jun-25,Single,0,2900,34800,15000,0,0,0,0,0,0,4150,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111920,Riyadh,Supply Chain,Muslim,Male,5/1/1987,Driver,2,Egyptian,7-May-25,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111921,Riyadh,Supply Chain,Muslim,Male,1/1/1999,Driver,2,Egyptian,4-May-25,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111922,Riyadh,Facility,Muslim,Male,10/5/2005,Safety and Support Specialist,2,Saudi,8-May-25,Single,0,3000,36000,12000,9000,0,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111923,Bahra Warehouse,Facility,Muslim,Male,5/4/1988,Cleaner,1,Bangladesh,10-Apr-25,Single,0,1500,18000,4500,6000,0,0,0,0,0,1875,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111924,Riyadh,Supply Chain,Muslim,Male,3/12/2003,Labor,1,Bangladesh,20-Apr-25,Single,0,1500,18000,0,0,0,0,0,3600,0,1500,0,0,0,0,0,0,0,,0,11111773
HO,Main,11111925,Bahra Warehouse,Supply Chain,Muslim,Male,11/1/1999,Labor,1,Bangladesh,20-Apr-25,Single,0,1500,18000,0,0,0,0,0,3600,0,1500,0,0,0,0,0,0,0,,0,11111659
HO,Main,11111926,Bahra Warehouse,Supply Chain,Muslim,Male,5/31/2003,Labor,1,Pakistani,26-Feb-25,Single,0,1500,18000,4500,6000,0,0,0,3600,0,1875,0,0,0,0,0,0,0,,0,11111659
HO,Main,11111927,Riyadh,Facility,Muslim,Male,7/4/1997,Safety and Support Specialist,2,Saudi,17-Jan-25,Single,0,3000,36000,12000,9000,0,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111928,Bahra Warehouse,Facility,Muslim,Male,7/12/1996,Safety and Support Specialist,2,Saudi,8-Jan-25,Single,0,3000,36000,12000,9000,3000,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111929,Riyadh,Supply Chain,Muslim,Male,8/17/1986,Driver,2,Egyptian,29-Aug-24,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111930,Riyadh,Supply Chain,Muslim,Male,6/23/1976,Driver,2,Egyptian,26-Aug-24,Married,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111931,Khamis,Supply Chain,Muslim,Male,7/15/2001,Labor,1,Bangladesh,26-Aug-24,Single,0,1500,18000,0,0,0,0,0,3600,0,1500,0,0,0,0,0,0,0,,0,11112258
HO,Main,11111932,Riyadh,Supply Chain,Muslim,Male,9/1/1994,Driver,2,Yemeni,11-Sep-24,Married,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111933,Riyadh,Supply Chain,Muslim,Male,2/18/1991,Driver,2,Yemeni,26-Sep-24,Married,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111934,Jeddah,Facility,Muslim,Male,1/26/2003,Cleaner,1,Bangladesh,29-Sep-24,Single,0,1500,18000,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111935,Jeddah,Facility,Muslim,Male,7/21/1998,Cleaner,1,Bangladesh,30-Sep-24,Married,0,1500,18000,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111936,Jeddah,Supply Chain,Muslim,Male,4/4/2003,Driver,2,Sudanese,24-Oct-24,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111937,Madina,Supply Chain,Muslim,Male,8/20/1990,Labor,1,Bangladesh,27-Oct-24,Single,0,1500,18000,0,0,0,0,0,3600,0,1500,0,0,0,0,0,0,0,,0,11111659
HO,Main,11111938,Riyadh,Supply Chain,Muslim,Male,1/27/1995,Driver,2,Yemeni,26-Sep-24,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111939,Jeddah,Supply Chain,Muslim,Male,5/1/1995,Picker,1,Egyptian,6-Oct-24,Married,0,3000,36000,0,0,0,0,0,6000,0,3000,0,0,0,0,0,0,0,,0,11111771
HO,Main,11111940,Riyadh,Supply Chain,Muslim,Male,9/25/1994,Driver,2,Yemeni,6-Oct-24,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111941,Bahra Warehouse,Facility,Muslim,Male,8/8/1998,Tea Boy,1,Bangladesh,17-Dec-24,Married,0,1500,18000,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111942,Makkah,Facility,Muslim,Male,9/10/2001,Cleaner,1,Bangladesh,15-Dec-24,Single,0,1500,18000,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111943,Makkah,Facility,Muslim,Male,1/2/1988,Cleaner,1,Bangladesh,15-Dec-24,Single,0,1500,18000,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111944,Jeddah,Facility,Muslim,Male,5/7/1998,Cleaner,1,Bangladesh,15-Dec-24,Single,0,1500,18000,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111945,Madina,Supply Chain,Muslim,Male,1/2/2001,Driver,2,Saudi,29-Dec-24,Married,0,3000,36000,24000,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111946,Dammam,Supply Chain,Muslim,Male,1/27/1999,Labor,1,Bangladesh,23-Dec-24,Single,0,1500,18000,0,0,0,0,0,3600,0,1500,0,0,0,0,0,0,0,,0,11111659
HO,Main,11111947,Bahra Warehouse,Facility,Muslim,Male,1/3/1978,Safety and Support Specialist,2,Saudi,24-Dec-24,Married,0,3000,36000,15000,9000,0,0,0,0,0,4250,0,0,0,0,0,0,0,,0,11112407
HO,Main,11111948,Jeddah,Supply Chain,Muslim,Male,12/6/2000,Driver,2,Saudi,25-Dec-24,Single,0,3000,36000,15000,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111949,Jeddah,Supply Chain,Muslim,Male,5/15/1984,Forklift Operator,2,Philippines,9-Dec-24,Single,0,1600,19200,4800,9000,0,0,0,0,0,2000,0,0,0,0,0,0,0,,0,11112371
HO,Main,11111950,Jeddah,Supply Chain,Muslim,Male,8/19/1995,Labor,1,Egyptian,10-Dec-24,Single,0,1500,18000,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,,0,N-1
HO,Main,11111951,Jeddah,Facility,Muslim,Male,4/9/1988,Safety and Support Specialist,2,Saudi,15-Dec-24,Single,0,3000,36000,12000,9000,0,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112407
HO,Main,11111952,Riyadh,Supply Chain,Muslim,Male,4/28/1985,Driver,2,Egyptian,11-Nov-24,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111953,Jeddah,Facility,Muslim,Male,7/25/2000,Cleaner,1,Bangladesh,10-Nov-24,Single,0,1500,18000,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111954,Jeddah,Supply Chain,Muslim,Male,6/21/1986,Driver,2,Egyptian,22-Jun-25,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111955,Riyadh,Supply Chain,Muslim,Male,3/4/2000,Driver,2,Yemeni,17-Jun-25,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111956,Jeddah,Supply Chain,Muslim,Male,10/16/2000,Driver,2,Egyptian,17-Jun-25,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111957,Jeddah,Facility,Muslim,Male,8/5/2004,Safety and Support Specialist,2,Saudi,3-Jul-25,Single,0,3000,36000,12000,9000,0,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111958,Jeddah,Facility,Muslim,Male,5/5/1997,Cleaner,1,Bangladesh,3-Jul-25,Single,0,1500,18000,4500,0,0,0,0,0,0,1875,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111959,Riyadh,Facility,Muslim,Male,11/16/2005,Safety and Support Specialist,2,Saudi,2-Jul-25,Single,0,3000,36000,12000,9000,0,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111960,Makkah,Supply Chain,Muslim,Male,12/22/1998,Picker,1,Egyptian,29-Jul-25,Single,0,2300,27600,6900,6000,0,0,0,0,0,2875,0,0,0,0,0,0,0,,0,11111621
HO,Main,11111961,Jeddah,Supply Chain,Muslim,Male,11/12/1985,Driver,2,Saudi,16-Jun-25,Married,0,2900,34800,24000,0,0,0,0,0,0,4900,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111962,Riyadh,Supply Chain,Muslim,Male,1/19/2003,Labor,1,Bangladesh,4-Aug-25,Single,0,1500,18000,0,0,0,0,0,3600,0,1500,0,0,0,0,0,0,0,,0,11111899
HO,Main,11111963,Riyadh,Supply Chain,Muslim,Male,4/19/1995,Labor,1,Yemeni,20-Aug-25,Single,0,1500,18000,3600,3600,0,0,0,3600,0,1800,0,0,0,0,0,0,0,,0,11112244
HO,Main,11111964,Riyadh,Supply Chain,Muslim,Male,3/28/1981,Driver,2,Yemeni,21-Jul-25,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111965,Dammam,Facility,Muslim,Male,1/5/2002,Cleaner,1,Bangladesh,29-Jul-25,Single,0,1500,18000,0,6000,0,0,0,0,0,1500,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111966,Jeddah,Supply Chain,Muslim,Male,4/16/1983,Driver,2,Sudanese,14-Sep-25,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
HO,Main,11111967,Makkah,Supply Chain,Muslim,Male,9/6/2006,Labor,1,Yemeni,18-Sep-25,Single,0,1500,18000,3600,3600,0,0,0,3600,0,1800,0,0,0,0,0,0,0,,0,11111621
HO,Main,11111968,Riyadh,Facility,Muslim,Male,8/23/2006,Safety and Support Specialist,2,Saudi,7-Sep-25,Single,0,3000,36000,12000,9000,0,0,0,0,0,4000,0,0,0,0,0,0,0,,0,11112405
HO,Main,11111969,Jeddah,Supply Chain,Muslim,Male,6/8/1998,Driver,2,Yemeni,17-Sep-25,Single,0,2900,34800,8700,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,,0,11111653
